itemid,label,LEVEL1,LEVEL2,mean,stdev,missing percent
788,chloride (100-112),chloride,chloride,105.61685393752943,6.145410060188262,96.55890127644649
787,carbon dioxide,co2,co2,24.108687983137326,4.803093298652908,96.56553476356163
814,hemoglobin,hemoglobin,hemoglobin,10.627113882198122,1.7245841985281192,96.57657543047242
626,svr,systemic vascular resistance,systemic vascular resistance,996.5979018775078,354.7224767830877,96.59320458310351
861,"wbc (4-11,000)",white blood cell count,white blood cell count,12.243439531219225,9.996575276532916,96.77058221116843
227442,potassium (serum),potassium (serum),potassium serum,4.09065829393918,0.8737147916349121,96.7802598327816
833,rbc,red blood cell count,red blood cell count,3.504754382643194,0.6045657055453751,96.7996605108512
220645,sodium (serum),sodium (serum),sodium,138.84060664795905,5.3704402679529055,96.85890754645486
220602,chloride (serum),chloride (serum),chloride,105.3458225167868,6.377004562546652,96.8671312530839
491,pap mean,pulmonary artery pressure mean,pulmonary artery pressure mean,29.590011224348558,9.28662677619892,96.91633718832834
1127,"wbc   (4-11,000)",white blood cell count,white blood cell count,12.248704920458746,10.162362458486326,96.92974046708837
90,c.o.(thermodilution),cardiac output thermodilution,cardiac output thermodilution,5.683717102431175,1.8687379380008586,96.95336658558061
1536,sodium,sodium,sodium,138.9270348296241,5.084821897779177,96.988805763319
220339,peep set,positive end-expiratory pressure set,positive end-expiratory pressure set,6.162566992846123,2.859692347492158,97.00170925880323
220615,creatinine,creatinine,creatinine,1.38130861787626,1.4321308870644727,97.02070102328354
225624,bun,blood urea nitrogen,blood urea nitrogen,25.880015928444525,21.425976311535354,97.033468214238
227443,hco3 (serum),bicarbonate (serum),bicarbonate,24.42982683782072,4.7494664303417515,97.05868455224417
220621,glucose (serum),glucose (serum),glucose,136.1707688338493,61.49988821257516,97.06490912577
619,respiratory rate set,respiratory rate set,respiratory rate set,14.911526170363905,5.719745146330968,97.12238420248674
227073,anion gap,anion gap,anion gap,13.314896685047854,3.774265915640378,97.13269791190548
220635,magnesium,magnesium,magnesium,2.0695281239420273,0.4079584270011817,97.1817221077769
220228,hemoglobin,hemoglobin,hemoglobin,10.477677307842123,1.850892334367227,97.20048669804095
227457,platelet count,platelets,platelets,203.92415520213353,113.77754779961388,97.20602974891797
682,tidal volume (obser),tidal volume observed,tidal volume observed,575.1758166224059,124.72789449238205,97.22901977960467
827,phosphorous(2.7-4.5),phosphorous,phosphorous,3.5141597348168134,1.4645684872429157,97.2461032806683
224685,tidal volume (observed),tidal volume observed,tidal volume observed,504.8053747857308,2208.8519538532937,97.2645043921863
220546,wbc,white blood cell count,white blood cell count,11.623559214481332,9.688906692189397,97.27917984655745
1525,creatinine,creatinine,creatinine,1.3951677485556226,1.471817930272909,97.28426854900192
1162,bun,blood urea nitrogen,blood urea nitrogen,26.389558030539735,21.956304746559017,97.29530921591274
786,calcium (8.4-10.2),calcium,calcium,8.272538015442466,0.811434554811379,97.29980726539492
1532,magnesium,magnesium,magnesium,2.0579964973335816,0.41366519694222886,97.3105753232462
1523,chloride,chloride,chloride,105.77032572163749,6.175206480436765,97.32784056368284
614,resp rate (spont),respiratory rate (spontaneous),respiratory rate,2.848259597078965,5.03084461661152,97.33501926891702
224695,peak insp. pressure,peak inspiratory pressure,peak inspiratory pressure,20.40891912516437,6.132278461373342,97.34592363129806
683,tidal volume (set),tidal volume set,tidal volume set,565.2982436312367,129.72198707776178,97.34674145847664
224689,respiratory rate (spontaneous),respiratory rate (spontaneous),respiratory rate,9.452999280226123,10.767978594939386,97.38113563482017
825,ptt(22-35),partial thromboplastin time,partial thromboplastin time,42.10148569991164,24.924086355777916,97.41107719652477
816,ionized calcium,calcium ionized,calcium ionized,1.4548033491300039,7.258700266632534,97.43056874428089
535,peak insp. pressure,peak inspiratory pressure,peak inspiratory pressure,25.318576669825053,6.144567138275993,97.45723899727118
225677,phosphorous,phosphorous,phosphorous,3.408323303813613,1.359938731356176,97.47068771087447
225625,calcium non-ionized,calcium non-ionized,calcium,8.333353741986603,2.8973194475057835,97.47691228440031
223830,ph (arterial),ph (arterial),ph,7.380746273155266,0.08131153657112107,97.48758947256508
1542,wbc,white blood cell count,white blood cell count,12.1891694918327,10.418693562941373,97.49385948093418
815,inr (2-4 ref. range),prothrombin time,prothrombin time inr,1.527612021654835,1.3212495648677127,97.55496934511126
824,pt(11-13.5),prothrombin time,prothrombin time pt,15.412690379706039,5.394941850258727,97.55578717228983
220235,arterial co2 pressure,partial pressure of carbon dioxide (arterial),partial pressure of carbon dioxide,41.157794018595105,9.434863928206587,97.59408874515324
225698,tco2 (calc) arterial,"co2 (etco2, pco2, etc.)","co2 (etco2, pco2, etc.)",25.193596572414364,5.174422890507077,97.59454309358578
220059,pulmonary artery pressure systolic,pulmonary artery pressure systolic,pulmonary artery pressure systolic,37.02609126629026,11.139071846628877,97.69445431390206
1534,phosphorous,phosphorous,phosphorous,3.4739764333108893,1.432579538773862,97.7672409327955
1522,calcium,calcium,calcium,8.296089334144861,0.8157925353621792,97.79468357812112
224690,respiratory rate (total),respiratory rate (total),respiratory rate,18.893311217735533,5.66315835783645,97.90336372318549
543,plateau pressure,plateau pressure,plateau pressure,20.721389808057822,6.0032497514879415,97.9616566270808
1533,ptt,partial thromboplastin time,partial thromboplastin time,41.44139221216396,24.262435444429247,98.00241168147994
227466,ptt,partial thromboplastin time,partial thromboplastin time,42.03303366894513,24.972508806893227,98.0324895477143
1530,inr,prothrombin time,prothrombin time inr,1.5209415558436161,1.2103463697707921,98.10727529971093
1286,pt,prothrombin time,prothrombin time pt,15.614373679408368,5.820295850553147,98.10772964814348
227467,inr,prothrombin time,prothrombin time inr,1.5048745598591546,0.8876349421905827,98.14189665027074
227465,prothrombin time,prothrombin time,prothrombin time pt,16.526793006480016,7.514544655124761,98.141942085114
684,tidal volume (spont),tidal volume spontaneous,tidal volume spontaneous,457.21894691863207,194.06437358994077,98.1827425743564
224688,respiratory rate (set),respiratory rate set,respiratory rate set,16.760145308119757,10.680771899698286,98.24158069637076
224684,tidal volume (set),tidal volume set,tidal volume set,489.39459059415026,88.52825285610365,98.31105057170663
226537,glucose (whole blood),glucose (whole blood),glucose,131.7894778306192,42.032766525467856,98.42363811329086
834,sao2,oxygen saturation,oxygen saturation,96.68015091015981,3.3690289177243367,98.44817292864822
225667,ionized calcium,calcium ionized,calcium ionized,1.1375018536010644,0.8987666521246627,98.508873879236
224686,tidal volume (spontaneous),tidal volume spontaneous,tidal volume spontaneous,531.9146441360624,3355.63967372535,98.62500533859408
223762,temperature celsius,temperature (c),temperature,37.06008324173102,0.9077621258050045,98.69515673657877
225668,lactic acid,lactic acid,lactic acid,2.508662214126695,2.3069009807165703,98.72786982372189
818,lactic acid(0.5-2.0),lactic acid,lactic acid,2.975507360157017,3.2777991868937972,98.84254736809584
226531,admission weight (lbs.),"weight (lbs, admission)",weight,80.71517796342684,23.36829893729329,98.85131629284392
225312,art bp mean,mean blood pressure (arterial),mean blood pressure,79.65383604325231,18.70728138686971,98.86917218624288
225309,art bp systolic,systolic blood pressure (arterial),systolic blood pressure,115.30353914605503,23.739399173555988,98.87335219182228
225310,art bp diastolic,diastolic blood pressure (arterial),diastolic blood pressure,59.27203190742388,14.449988507288609,98.8741245841576
224696,plateau pressure,plateau pressure,plateau pressure,19.305944780698116,4.997881593930519,98.90402071101894
227464,potassium (whole blood),potassium (whole blood),potassium,4.236190486219338,0.7210840843788299,98.92133138629885
1531,lactic acid,lactic acid,lactic acid,2.896909390245744,3.2320433870719523,98.99729844422009
763,daily weight,weight (daily),weight,84.26841476030812,22.987743827178882,99.18994217961847
224,iabp mean,mean blood pressure (arterial),mean blood pressure,81.46706944347808,14.49083602684608,99.26218358039287
89,c.o. (fick),cardiac output fick,cardiac output fick,5.681524655978338,1.984365937524545,99.26559119363694
220227,arterial o2 saturation,oxygen saturation (arterial),oxygen saturation,96.1006185673329,4.109073848979375,99.2657274981667
224639,daily weight,weight (daily),weight,86.32265755329004,23.65570696817198,99.31366125780002
225690,total bilirubin,bilirubin (total),bilirubin,2.686172814346852,5.16053312210786,99.33115367245294
770,ast,asparate aminotransferase,asparate aminotransferase,404.2892781678141,1299.0477671154663,99.33342541461566
220587,ast,asparate aminotransferase,asparate aminotransferase,347.40981595092023,1239.8913868625475,99.33347084945892
769,alt,alanine aminotransferase,alanine aminotransferase,335.13654895009546,984.8940385934127,99.33356171914542
220644,alt,alanine aminotransferase,alanine aminotransferase,281.0920128231362,907.0054864293865,99.3338797630482
226512,admission weight (kg),"weight (kg, admission)",weight,80.77219622953076,22.471446310771768,99.3396499881415
224700,total peep level,positive end-expiratory pressure (total),positive end-expiratory pressure,7.3649762071378575,3.463260791885566,99.35073608989556
225612,alkaline phosphate,alkaline phosphate,alkaline phosphate,120.11637508747376,146.4889185297922,99.35073608989556
773,alk. phosphate,alkaline phosphate,alkaline phosphate,126.72359811440231,157.60998440592257,99.35423457282614
848,total bili (0-1.5),bilirubin (total),bilirubin,3.2320372517756204,6.352632846086731,99.3730900327767
227429,troponin-t,troponin-t,troponin-t,0.6851146770068479,1.9286944059221918,99.44928426491421
1538,total bili,bilirubin (total),bilirubin,3.2994932895097224,6.4377107196909185,99.50235216183528
772,albumin (>3.2),albumin,albumin,2.9231789922984133,0.6319024849857509,99.51034869424804
226534,sodium (whole blood),sodium (whole blood),sodium,136.2199218469922,5.068031097700345,99.5775468274212
227456,albumin,albumin,albumin,3.075850115549686,0.6561975161958882,99.58713357934786
1521,albumin,albumin,albumin,2.9533737229745793,0.6362340551027295,99.61752948948501
226730,height (cm),height (cm),height,168.79796203532825,13.858957585322052,99.65533127907263
226707,height,height,height,168.79774123385178,13.828837971854986,99.65533127907263
651,spon rr (mech.),respiratory rate (spontaneous),respiratory rate,22.33264552783046,7.321761402405673,99.65610367140795
806,fibrinogen (150-400),fibrinogen,fibrinogen,300.55210669200494,178.47701065752958,99.66528150974531
227468,fibrinogen,fibrinogen,fibrinogen,288.7183806239222,177.50011742710805,99.7101711348806
1528,fibrinogen,fibrinogen,fibrinogen,298.4862065131057,177.54140366082586,99.71398766171397
226536,chloride (whole blood),chloride (whole blood),chloride,106.15262321144674,5.902115271065147,99.71421483593024
504,pcwp,pulmonary capillary wedge pressure,pulmonary capillary wedge pressure,17.112699719875135,7.154823284028646,99.72966268263671
6701,arterial bp #2 [systolic],systolic blood pressure (arterial),systolic blood pressure,109.30324050656625,22.273124921633556,99.73052594465854
8555,arterial bp #2 [diastolic],diastolic blood pressure (arterial),diastolic blood pressure,57.41475929494901,12.635531634465229,99.7305713795018
6702,arterial bp mean #2,mean blood pressure (arterial),mean blood pressure,76.85960301282623,13.509670365798556,99.73252507776174
224422,spont rr,respiratory rate (spontaneous),respiratory rate,20.75559874143994,6.912434510256436,99.75451554189682
224322,iabp mean,mean blood pressure (arterial),mean blood pressure,79.58123678261505,15.21568373508721,99.79231733148444
860,venous ph,ph (venous),ph,7.372199163023656,0.07587914823369565,99.82593911549264
220274,ph (venous),ph (venous),ph,7.371491436100131,0.08704031820404241,99.8275747698498
189,fio2 (analyzed),fraction inspired oxygen,fraction inspired oxygen,0.5682718086549988,0.2016535849428114,99.83139129668317
512,pvr,post void residual,post void residual,205.57971686371394,134.98878547781885,99.86037872667943
789,cholesterol (<200),cholesterol,cholesterol,161.7004323656578,49.123640771335715,99.92644098877123
226062,venous co2 pressure,partial pressure of carbon dioxide,partial pressure of carbon dioxide,44.57086871325931,13.420123431063319,99.93043925497761
223679,tco2 (calc) venous,"co2 (etco2, pco2, etc.)","co2 (etco2, pco2, etc.)",25.276143790849673,7.7919765229990245,99.93048468982086
851,troponin,troponin-i,troponin-i,7.669527675276756,10.688952561726897,99.93843578739038
803,direct bili (0-0.3),bilirubin (conjugated),bilirubin,3.201930654058314,4.881562376748817,99.94234318391025
225651,direct bilirubin,bilirubin (conjugated),bilirubin,3.0232613908872907,4.265646313845083,99.94316101108883
1524,cholesterol,cholesterol,cholesterol,159.81780366056572,47.425361833592596,99.94538731840828
220603,cholesterol,cholesterol,cholesterol,160.08823529411765,52.03284289722226,99.95133928287461
442,manual bp [systolic],systolic blood pressure (noninvasive),systolic blood pressure,120.31005433048445,24.741012009665067,99.95261145848573
857,venous co2(calc),"co2 (etco2, pco2, etc.)","co2 (etco2, pco2, etc.)",25.793240556660038,8.234860617450733,99.95429254768614
8440,manual bp [diastolic],diastolic blood pressure (noninvasive),diastolic blood pressure,62.113279946613275,14.503790129482,99.95461059158892
859,venous pvo2,venous pvo2,venous pvo2,43.87709205020921,14.872487981508147,99.95656428984886
849,total protein(6.5-8),total protein,total protein,5.660992907801417,1.0911605011574028,99.98078106130342
224167,manual blood pressure systolic left,systolic blood pressure (noninvasive),systolic blood pressure,120.20458673932787,27.590102229742314,99.98332541252566
224643,manual blood pressure diastolic left,diastolic blood pressure (noninvasive),diastolic blood pressure,66.04010566762727,16.221242418772484,99.98423410939074
1539,total protein,total protein,total protein,5.656176470588236,1.0964908217393332,99.98455215329352
227243,manual blood pressure systolic right,systolic blood pressure (noninvasive),systolic blood pressure,123.6897689768977,26.48095893977959,99.98623324249394
727,vision fio2,fraction inspired oxygen,fraction inspired oxygen,0.4355974842767295,0.1890435325859983,99.99277585992256
1394,height inches,height (in),height,167.64,17.96051224213831,99.9999091303135
